,1tup_c,3exj_a,2wtt_a,1t4w_a,1qm0_a,1dx0_a,1ag2_a,1b10_a,1uw3_a,1jj2_b,1a3n_a,1bz0_a,1gcw_a,1out_a,1mbd_a,2ocj_a,4nfb_a,1qg3_a,6ldp_a,5fhx_a,1b9v_a,1byq_a,1c01_a,1csn_a,1d7b_a,1e8x_a,1f2a_a,1g65_a,1g8a_a,1i31_a,1j3h_a,1kbe_a,1l6r_a,1m4r_a,1n1d_a,1p3a_a,1q6a_a,1s7m_a,1t8a_a,1u2b_a,1v3a_a,1w4a_a,1x2a_a,1y3a_a,1z1a_a,2a2a_a,2c3a_a,2e1a_a,2f1a_a,2g1a_a,2h1a_a,2i1a_a,2j1a_a,2k1a_a,2l1a_a,2m1a_a,2n1a_a,2o1a_a,2p1a_a,2r1a_a,2u1a_a,2v1a_a,2w1a_a,2x1a_a,2y1a_a,2z1a_a,3a1a_a,3c1a_a,3d1a_a,3f1a_a,3g1a_a,3h1a_a,3i1a_a,3j1a_a,3k1a_a,3l1a_a,3m1a_a,3n1a_a,3o1a_a,3p1a_a,3r1a_a,3s1a_a,3t1a_a,3u1a_a,3v1a_a,3w1a_a
1a3n_a,11.347499999999997,11.347499999999997,15.0,12.056699999999992,10.576899999999995,8.653800000000004,9.708700000000007,9.21990000000001,10.377400000000009,12.056699999999992,100.0,100.0,37.8571,55.3191,24.113500000000002,11.347499999999997,10.833300000000008,12.056699999999992,15.602799999999988,13.934399999999997,12.766000000000005,12.766000000000005,9.929100000000005,14.184399999999997,10.638300000000001,14.893599999999992,12.766000000000005,14.893599999999992,12.056699999999992,12.056699999999992,12.766000000000005,14.285700000000006,12.056699999999992,10.638300000000001,7.936499999999995,12.244900000000001,13.084099999999992,12.056699999999992,11.347499999999997,11.718800000000002,10.638300000000001,14.893599999999992,13.475200000000001,13.475200000000001,14.912300000000002,12.766000000000005,10.638300000000001,13.333300000000008,15.602799999999988,12.056699999999992,12.5,12.280699999999996,12.766000000000005,11.347499999999997,14.184399999999997,8.510599999999997,10.638300000000001,12.5,11.678799999999995,10.686999999999998,12.766000000000005,12.056699999999992,15.602799999999988,11.494299999999996,14.184399999999997,15.602799999999988,9.090900000000005,17.021299999999997,86.5248,11.347499999999997,11.347499999999997,14.184399999999997,12.056699999999992,12.5,14.184399999999997,14.184399999999997,15.602799999999988,14.184399999999997,13.475200000000001,15.602799999999988,13.475200000000001,13.475200000000001,11.347499999999997,14.634100000000004,16.666700000000006,14.184399999999997
1bz0_a,11.347499999999997,11.347499999999997,15.0,12.056699999999992,10.576899999999995,8.653800000000004,9.708700000000007,9.21990000000001,10.377400000000009,12.056699999999992,100.0,100.0,37.8571,55.3191,24.113500000000002,11.347499999999997,10.833300000000008,12.056699999999992,15.602799999999988,13.934399999999997,12.766000000000005,12.766000000000005,9.929100000000005,14.184399999999997,10.638300000000001,14.893599999999992,12.766000000000005,14.893599999999992,12.056699999999992,12.056699999999992,12.766000000000005,14.285700000000006,12.056699999999992,10.638300000000001,7.936499999999995,12.244900000000001,13.084099999999992,12.056699999999992,11.347499999999997,11.718800000000002,10.638300000000001,14.893599999999992,13.475200000000001,13.475200000000001,14.912300000000002,12.766000000000005,10.638300000000001,13.333300000000008,15.602799999999988,12.056699999999992,12.5,12.280699999999996,12.766000000000005,11.347499999999997,14.184399999999997,8.510599999999997,10.638300000000001,12.5,11.678799999999995,10.686999999999998,12.766000000000005,12.056699999999992,15.602799999999988,11.494299999999996,14.184399999999997,15.602799999999988,9.090900000000005,17.021299999999997,86.5248,11.347499999999997,11.347499999999997,14.184399999999997,12.056699999999992,12.5,14.184399999999997,14.184399999999997,15.602799999999988,14.184399999999997,13.475200000000001,15.602799999999988,13.475200000000001,13.475200000000001,11.347499999999997,14.634100000000004,16.666700000000006,14.184399999999997
1gcw_a,12.142899999999997,12.142899999999997,17.5,11.428600000000003,11.538499999999999,12.5,11.650499999999994,11.428600000000003,10.377400000000009,12.142899999999997,37.8571,37.8571,100.0,33.5714,18.57140000000001,12.142899999999997,10.833300000000008,13.571399999999997,14.285700000000006,13.114800000000002,11.428600000000003,12.142899999999997,10.714299999999994,12.857100000000003,11.428600000000003,14.285700000000006,12.142899999999997,14.285700000000006,12.142899999999997,12.142899999999997,13.571399999999997,14.285700000000006,10.714299999999994,10.714299999999994,11.111099999999993,12.244900000000001,14.953299999999999,11.428600000000003,12.142899999999997,10.9375,10.714299999999994,14.285700000000006,15.0,12.857100000000003,11.403499999999994,14.285700000000006,11.428600000000003,16.0,14.285700000000006,10.0,11.76469999999999,12.280699999999996,10.0,12.857100000000003,10.714299999999994,9.285699999999991,12.857100000000003,13.333300000000008,12.4088,10.686999999999998,11.428600000000003,10.0,14.285700000000006,13.79310000000001,12.857100000000003,15.0,10.606099999999998,15.0,38.5714,10.714299999999994,12.142899999999997,11.428600000000003,15.0,11.718800000000002,14.285700000000006,14.285700000000006,14.285700000000006,13.571399999999997,17.14290000000001,14.285700000000006,12.857100000000003,14.285700000000006,16.428600000000003,14.634100000000004,16.666700000000006,14.285700000000006
1out_a,11.971800000000002,12.676100000000005,17.5,11.971800000000002,8.653800000000004,9.615399999999994,8.737899999999996,9.859200000000001,8.4906,11.267600000000002,55.3191,55.3191,33.5714,100.0,21.831000000000003,11.971800000000002,9.166700000000006,11.267600000000002,14.084500000000006,12.295100000000005,11.971800000000002,11.971800000000002,9.859200000000001,13.380300000000005,12.676100000000005,14.084500000000006,11.971800000000002,13.380300000000005,11.267600000000002,11.971800000000002,16.197199999999995,14.285700000000006,13.380300000000005,9.859200000000001,9.523800000000008,10.204100000000011,12.149500000000003,10.563400000000001,11.267600000000002,10.156199999999998,12.676100000000005,14.788700000000006,14.788700000000006,11.971800000000002,12.280699999999996,12.676100000000005,11.267600000000002,12.0,14.084500000000006,13.380300000000005,12.5,13.157899999999998,10.638300000000001,10.563400000000001,11.971800000000002,9.859200000000001,11.267600000000002,10.833300000000008,10.218999999999994,11.450400000000002,12.676100000000005,11.971800000000002,12.676100000000005,13.79310000000001,14.084500000000006,15.492999999999995,10.606099999999998,14.788700000000006,60.2837,13.380300000000005,14.788700000000006,13.380300000000005,12.676100000000005,12.5,14.084500000000006,13.380300000000005,14.084500000000006,14.084500000000006,11.971800000000002,14.084500000000006,15.492999999999995,13.380300000000005,14.084500000000006,15.853700000000003,18.75,13.380300000000005
1mbd_a,8.496700000000004,10.457499999999996,20.0,13.0719,8.653800000000004,9.615399999999994,8.737899999999996,9.150300000000001,9.433999999999997,13.0719,24.113500000000002,24.113500000000002,18.57140000000001,21.831000000000003,100.0,9.803899999999999,9.166700000000006,11.111099999999993,13.0719,13.114800000000002,11.111099999999993,11.111099999999993,11.111099999999993,14.379099999999994,10.457499999999996,15.686300000000003,11.111099999999993,13.725499999999997,12.418300000000002,13.0719,13.725499999999997,12.244900000000001,12.418300000000002,11.971800000000002,12.698399999999992,17.346900000000005,13.084099999999992,11.111099999999993,11.76469999999999,11.718800000000002,11.111099999999993,11.111099999999993,12.418300000000002,11.111099999999993,13.157899999999998,15.032700000000006,13.0719,16.0,13.0719,11.76469999999999,9.558800000000005,13.157899999999998,12.056699999999992,14.379099999999994,13.725499999999997,7.843100000000007,12.418300000000002,10.833300000000008,13.1387,11.450400000000002,11.111099999999993,13.888900000000007,14.379099999999994,11.494299999999996,12.418300000000002,13.725499999999997,9.090900000000005,12.418300000000002,24.113500000000002,10.457499999999996,13.725499999999997,16.3399,12.418300000000002,10.9375,13.0719,13.725499999999997,13.725499999999997,13.725499999999997,11.76469999999999,12.418300000000002,12.418300000000002,12.418300000000002,12.418300000000002,15.853700000000003,16.666700000000006,13.725499999999997
2ocj_a,100.0,86.0825,17.5,12.886600000000001,12.5,12.5,10.679599999999994,11.340199999999996,13.20750000000001,13.40209999999999,11.347499999999997,11.347499999999997,12.142899999999997,11.971800000000002,9.803899999999999,100.0,10.833300000000008,10.824699999999993,10.824699999999993,14.754100000000008,11.855699999999999,10.824699999999993,9.79379999999999,11.855699999999999,9.729699999999994,12.886600000000001,11.340199999999996,10.309299999999993,10.309299999999993,10.309299999999993,10.824699999999993,14.285700000000006,9.278400000000005,11.267600000000002,11.111099999999993,11.224500000000006,13.084099999999992,12.025300000000001,10.857100000000003,10.9375,9.876499999999993,11.340199999999996,10.824699999999993,10.824699999999993,10.526300000000006,11.340199999999996,10.309299999999993,13.333300000000008,13.40209999999999,9.278400000000005,10.2941,10.526300000000006,11.347499999999997,10.309299999999993,10.824699999999993,8.247399999999999,10.824699999999993,10.833300000000008,10.218999999999994,11.450400000000002,10.824699999999993,10.416700000000006,11.855699999999999,11.494299999999996,11.855699999999999,11.855699999999999,12.878799999999998,13.40209999999999,12.056699999999992,10.759500000000003,10.309299999999993,10.309299999999993,12.371099999999998,10.9375,12.371099999999998,12.371099999999998,11.855699999999999,10.824699999999993,14.432999999999993,12.886600000000001,11.855699999999999,13.917500000000004,10.824699999999993,14.634100000000004,14.583299999999994,10.824699999999993
4nfb_a,10.833300000000008,10.833300000000008,20.0,11.666699999999992,10.576899999999995,10.576899999999995,11.650499999999994,10.833300000000008,10.377400000000009,13.333300000000008,10.833300000000008,10.833300000000008,10.833300000000008,9.166700000000006,9.166700000000006,10.833300000000008,100.0,14.166699999999992,12.5,10.833300000000008,13.333300000000008,13.333300000000008,11.666699999999992,12.5,11.666699999999992,14.166699999999992,11.666699999999992,13.333300000000008,11.666699999999992,14.166699999999992,10.833300000000008,16.326499999999996,12.5,14.166699999999992,10.833300000000008,12.244900000000001,13.084099999999992,11.666699999999992,14.166699999999992,10.833300000000008,10.833300000000008,15.833299999999994,13.333300000000008,14.166699999999992,9.649100000000004,13.333300000000008,11.666699999999992,13.333300000000008,15.0,11.666699999999992,10.0,9.649100000000004,13.333300000000008,11.666699999999992,10.833300000000008,11.666699999999992,10.0,11.666699999999992,10.833300000000008,11.666699999999992,11.666699999999992,13.333300000000008,10.833300000000008,10.344799999999992,11.666699999999992,13.333300000000008,9.166700000000006,13.333300000000008,10.0,13.333300000000008,12.5,11.666699999999992,12.5,10.0,11.666699999999992,11.666699999999992,13.333300000000008,13.333300000000008,13.333300000000008,13.333300000000008,15.0,13.333300000000008,11.666699999999992,12.195099999999996,16.666700000000006,14.166699999999992
1qg3_a,10.769199999999998,11.855699999999999,17.5,13.846199999999996,13.461500000000001,14.423100000000005,12.621400000000008,11.2821,14.150899999999993,12.307699999999997,12.056699999999992,12.056699999999992,13.571399999999997,11.267600000000002,11.111099999999993,10.824699999999993,14.166699999999992,100.0,14.358999999999995,10.655699999999996,12.307699999999997,11.2821,9.7436,11.2821,10.270299999999992,12.307699999999997,11.794899999999998,10.769199999999998,14.358999999999995,11.2821,10.769199999999998,16.326499999999996,10.2564,14.084500000000006,11.111099999999993,13.265299999999996,12.149500000000003,11.39240000000001,11.428600000000003,11.718800000000002,11.111099999999993,11.2821,13.333300000000008,11.2821,9.649100000000004,11.2821,12.307699999999997,14.666700000000006,12.820499999999996,10.769199999999998,12.5,12.280699999999996,12.056699999999992,9.7436,12.307699999999997,8.7179,11.2821,13.333300000000008,10.948899999999995,12.977099999999993,11.2821,10.416700000000006,12.820499999999996,13.79310000000001,13.846199999999996,12.820499999999996,12.878799999999998,13.333300000000008,11.347499999999997,10.126599999999996,10.2564,11.794899999999998,11.794899999999998,11.718800000000002,12.307699999999997,12.820499999999996,14.358999999999995,10.769199999999998,12.307699999999997,11.794899999999998,12.307699999999997,13.333300000000008,12.820499999999996,12.195099999999996,16.666700000000006,12.307699999999997
6ldp_a,10.769199999999998,11.340199999999996,22.5,10.714299999999994,14.423100000000005,12.5,10.679599999999994,7.235100000000003,12.264200000000002,11.572699999999998,15.602799999999988,15.602799999999988,14.285700000000006,14.084500000000006,13.0719,10.824699999999993,12.5,14.358999999999995,100.0,13.114800000000002,9.560699999999997,12.206599999999995,8.268699999999995,10.921499999999995,11.351399999999998,12.1447,13.023300000000006,13.599999999999994,12.334800000000001,10.546900000000008,10.638300000000001,16.326499999999996,12.444400000000002,14.084500000000006,12.698399999999992,13.265299999999996,14.953299999999999,14.557000000000002,11.428600000000003,11.718800000000002,13.58019999999999,11.803300000000007,11.886300000000006,10.702299999999994,14.0351,10.526300000000006,12.253,16.0,11.886300000000006,12.440200000000004,14.7059,14.0351,12.056699999999992,12.661500000000004,10.594300000000004,9.043900000000008,10.0775,13.333300000000008,13.1387,13.740499999999997,9.560699999999997,13.194400000000002,11.627899999999997,14.94250000000001,10.241,11.886300000000006,12.878799999999998,12.0,14.184399999999997,13.2911,11.4679,10.472999999999999,10.365899999999996,12.5,10.594300000000004,14.015200000000007,12.267700000000005,11.009199999999993,9.660600000000002,12.811399999999992,10.594300000000004,11.369500000000002,12.1447,15.853700000000003,18.75,11.182099999999991
5fhx_a,13.114800000000002,12.295100000000005,17.5,10.655699999999996,8.653800000000004,8.653800000000004,9.708700000000007,11.475400000000008,8.4906,12.295100000000005,13.934399999999997,13.934399999999997,13.114800000000002,12.295100000000005,13.114800000000002,14.754100000000008,10.833300000000008,10.655699999999996,13.114800000000002,100.0,13.114800000000002,13.934399999999997,9.016400000000004,13.114800000000002,12.295100000000005,13.934399999999997,12.295100000000005,14.754100000000008,12.295100000000005,11.475400000000008,14.754100000000008,18.3673,12.295100000000005,11.475400000000008,11.475400000000008,12.244900000000001,12.149500000000003,11.475400000000008,12.295100000000005,10.655699999999996,13.114800000000002,12.295100000000005,13.934399999999997,17.213099999999997,13.157899999999998,13.934399999999997,12.295100000000005,12.0,14.754100000000008,13.114800000000002,9.836100000000002,13.157899999999998,10.655699999999996,10.655699999999996,12.295100000000005,9.836100000000002,11.475400000000008,10.833300000000008,11.475400000000008,10.655699999999996,12.295100000000005,13.934399999999997,13.934399999999997,13.79310000000001,12.295100000000005,11.475400000000008,9.836100000000002,13.114800000000002,13.934399999999997,10.655699999999996,13.114800000000002,12.295100000000005,13.934399999999997,9.836100000000002,13.114800000000002,13.114800000000002,13.114800000000002,12.295100000000005,12.295100000000005,12.295100000000005,15.573800000000006,13.114800000000002,14.754100000000008,13.414599999999993,14.583299999999994,11.475400000000008
